Country Name,Country Code,Series Name,Series Code,Scale (Precision),1990 [YR1990],2000 [YR2000],2010 [YR2010],2016 [YR2016]
Mauritius,MUS,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),0.4,0.4,0.4,..
Mauritius,MUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),0.0,0.0,,0.0
Mauritius,MUS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),20.6,22.2,26.4,26.4
Mauritius,MUS,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),99,99,100,..
Mauritius,MUS,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),91,91,93,..
Mauritius,MUS,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),1.4,0.7,-0.3,-0.2
Mauritius,MUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),629,851,1053,..
Mauritius,MUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),1.38,2.27,3.13,..
Mauritius,MUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),671,1363,1995,..
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),2.65,4.58,10.00,12.16
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),7.2,9.0,4.4,3.7
Mauritius,MUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),10.1,2.1,1.1,2.2
Mauritius,MUS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),13,7,4,4
Mauritius,MUS,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),33,31,25,..
Mauritius,MUS,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),54,62,71,..
Mauritius,MUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),65,61,51,..
Mauritius,MUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),72,62,62,..
Mauritius,MUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),30,26,27,17
Mauritius,MUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),21.0,18.9,20.4,20.6
Mauritius,MUS,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),2.7,2.7,-3.1,-3.2
Mauritius,MUS,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,7,7
Mauritius,MUS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),44.7,70.8,100.3,113.6
Mauritius,MUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),19.5,17.1,17.9,18.3
Mauritius,MUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),0.3,0.2,0.1,0.2
Mauritius,MUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.2,15.2,96.8,140.6
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,7.3,28.3,50.1
Mauritius,MUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),1,1,1,..
Mauritius,MUS,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,70,91
Mauritius,MUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),106,80,66,58
Mauritius,MUS,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),93,100,73,..
Mauritius,MUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),932,967,2734,..
Mauritius,MUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),8.5,17.0,1.5,28.9
Mauritius,MUS,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
Mauritius,MUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),..,177,1,..
Mauritius,MUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),41,266,430,..
Mauritius,MUS,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),88.3,20.8,124.6,..
Mexico,MEX,"Population, total",SP.POP.TOTL,Millions (0.00),85.36,101.72,117.32,127.54
Mexico,MEX,Population growth (annual %),SP.POP.GROW,Unit (0.0),2.0,1.4,1.6,1.3
Mexico,MEX,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),1964.4,1964.4,1964.4,1964.4
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),43.9,52.3,60.4,65.6
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,52.0,53.2
Mexico,MEX,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),7.1,11.0,3.8,3.0
Mexico,MEX,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),235.63,591.22,1048.98,1152.77
Mexico,MEX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),2760,5810,8940,9040
Mexico,MEX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),498.39,1037.53,1748.87,2262.92
Mexico,MEX,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),5840,10200,14910,17740
Mexico,MEX,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),3.6,3.9,4.7,5.1
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),71,74,76,..
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),3.5,2.7,2.4,2.2
Mexico,MEX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),83,80,68,..
Mexico,MEX,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,70,..,..
Mexico,MEX,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),84,89,94,..
Mexico,MEX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),47,26,17,..
Mexico,MEX,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),13.9,6.0,2.8,
Mexico,MEX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),75,96,95,..
Mexico,MEX,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),87,95,93,..
Mexico,MEX,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),110.7,106.2,103.4,103.4
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),53,70,83,..
Mexico,MEX,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),1,1,1,..
Mexico,MEX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),0.1,0.3,0.2,0.2
Mexico,MEX,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),697.6,678.6,665.0,..
Mexico,MEX,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),1.0,3.6,,6.0
Mexico,MEX,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,17.8,19.6,19.6
Mexico,MEX,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),82,89,94,..
Mexico,MEX,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),66,75,82,..
Mexico,MEX,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),2.6,1.8,1.9,1.6
Mexico,MEX,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),1449,1475,1490,..
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),3.68,3.76,3.79,..
Mexico,MEX,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),1165,1751,1963,..
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),262.71,683.65,1051.13,1046.00
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),5.1,5.3,5.1,2.3
Mexico,MEX,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),28.1,10.8,4.5,4.6
Mexico,MEX,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),8,4,3,4
Mexico,MEX,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),28,35,35,33
Mexico,MEX,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),64,62,61,63
Mexico,MEX,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),19,26,30,38
Mexico,MEX,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),20,27,31,40
Mexico,MEX,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),23,23,22,23
Mexico,MEX,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),15.3,12.5,,
Mexico,MEX,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),-2.5,-1.0,,
Mexico,MEX,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,9,8
Mexico,MEX,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),37.3,29.0,43.9,56.4
Mexico,MEX,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),11.8,9.9,,
Mexico,MEX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),0.5,0.5,0.6,0.6
Mexico,MEX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.1,13.6,77.5,86.0
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,5.1,31.1,57.4
Mexico,MEX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),8,22,17,..
Mexico,MEX,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,86,99
Mexico,MEX,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),32,51,58,74
Mexico,MEX,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),102,100,111,..
Mexico,MEX,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),104604,152558,245906,..
Mexico,MEX,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),21.8,31.9,10.1,13.2
Mexico,MEX,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
Mexico,MEX,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),3098,7525,22080,28668
Mexico,MEX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),2549,18382,27263,26739
Mexico,MEX,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),156.3,-45.3,462.3,..
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,Millions (0.00),0.10,0.11,0.10,0.10
"Micronesia, Fed. Sts.",FSM,Population growth (annual %),SP.POP.GROW,Unit (0.0),2.4,-0.4,-0.3,0.5
"Micronesia, Fed. Sts.",FSM,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),..,0.7,0.7,0.7
"Micronesia, Fed. Sts.",FSM,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),141.1,153.5,148.0,149.9
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,41.2,41.2
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),,46.0,17.4,17.4
"Micronesia, Fed. Sts.",FSM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),..,0.24,0.30,0.39
"Micronesia, Fed. Sts.",FSM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),..,2210,2870,3680
"Micronesia, Fed. Sts.",FSM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),..,0.28,0.35,0.45
"Micronesia, Fed. Sts.",FSM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),..,2580,3390,4330
"Micronesia, Fed. Sts.",FSM,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),,1.4,5.0,5.0
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),66,67,69,..
"Micronesia, Fed. Sts.",FSM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),5.0,4.3,3.5,3.2
"Micronesia, Fed. Sts.",FSM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),50,38,21,..
"Micronesia, Fed. Sts.",FSM,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,..,..,..
"Micronesia, Fed. Sts.",FSM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,83,..,..
"Micronesia, Fed. Sts.",FSM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),56,54,41,..
"Micronesia, Fed. Sts.",FSM,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),,,,
"Micronesia, Fed. Sts.",FSM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),81,85,80,..
"Micronesia, Fed. Sts.",FSM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,..,..,..
"Micronesia, Fed. Sts.",FSM,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),,,111.6,95.5
"Micronesia, Fed. Sts.",FSM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),..,..,..,..
"Micronesia, Fed. Sts.",FSM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),,,,
"Micronesia, Fed. Sts.",FSM,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),0.6,0.6,0.6,..
"Micronesia, Fed. Sts.",FSM,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),0.0,0.0,,0.0
"Micronesia, Fed. Sts.",FSM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,,,
"Micronesia, Fed. Sts.",FSM,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),91,90,89,..
"Micronesia, Fed. Sts.",FSM,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),19,34,53,..
"Micronesia, Fed. Sts.",FSM,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),2.1,-2.2,-0.4,0.7
"Micronesia, Fed. Sts.",FSM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),..,..,..,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),..,1.26,1.17,..
"Micronesia, Fed. Sts.",FSM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),..,..,..,..
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),0.15,0.23,0.29,0.32
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),3.7,4.6,2.5,1.9
"Micronesia, Fed. Sts.",FSM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),4.9,1.1,3.4,0.3
"Micronesia, Fed. Sts.",FSM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),..,26,27,..
"Micronesia, Fed. Sts.",FSM,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),..,9,8,..
"Micronesia, Fed. Sts.",FSM,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),..,65,65,..
"Micronesia, Fed. Sts.",FSM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),..,..,..,..
"Micronesia, Fed. Sts.",FSM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),..,..,..,..
"Micronesia, Fed. Sts.",FSM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),,,12.3,28.5
"Micronesia, Fed. Sts.",FSM,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),,,1.0,11.2
"Micronesia, Fed. Sts.",FSM,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,16,16
"Micronesia, Fed. Sts.",FSM,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),,-42.3,-14.9,-42.2
"Micronesia, Fed. Sts.",FSM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),,,4.7,5.4
"Micronesia, Fed. Sts.",FSM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),,,,
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,0.0,26.6,21.5
"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,3.7,20.0,31.5
"Micronesia, Fed. Sts.",FSM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,..,..,..
"Micronesia, Fed. Sts.",FSM,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,28,32
"Micronesia, Fed. Sts.",FSM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),..,55,67,92
"Micronesia, Fed. Sts.",FSM,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),..,100,81,..
"Micronesia, Fed. Sts.",FSM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),,,,
"Micronesia, Fed. Sts.",FSM,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),..,..,18,..
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),..,..,1,..
"Micronesia, Fed. Sts.",FSM,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),..,101.9,63.4,..
Moldova,MDA,"Population, total",SP.POP.TOTL,Millions (0.00),3.70,3.64,3.56,3.55
Moldova,MDA,Population growth (annual %),SP.POP.GROW,Unit (0.0),0.4,-0.2,-0.1,-0.1
Moldova,MDA,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),33.8,33.8,33.9,33.9
Moldova,MDA,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),128.7,126.7,124.2,123.6
Moldova,MDA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,29.0,21.9,11.4
Moldova,MDA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),13.4,35.9,0.5,0.0
Moldova,MDA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),..,1.36,6.48,7.51
Moldova,MDA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),..,370,1820,2120
Moldova,MDA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),..,6.81,14.79,20.13
Moldova,MDA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),..,1870,4150,5670
Moldova,MDA,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),6.9,6.9,8.1,9.7
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),67,67,70,..
Moldova,MDA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),2.4,1.4,1.3,1.2
Moldova,MDA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),57,42,26,..
Moldova,MDA,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,62,..,..
Moldova,MDA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),100,98,99,..
Moldova,MDA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),33,31,17,..
Moldova,MDA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),,,2.2,
Moldova,MDA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),..,89,97,..
Moldova,MDA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,98,92,..
Moldova,MDA,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),90.0,101.4,93.5,92.4
Moldova,MDA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),94,82,88,..
Moldova,MDA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),1,1,1,..
Moldova,MDA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),0.1,0.3,0.5,0.6
Moldova,MDA,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),3.2,3.2,3.9,..
Moldova,MDA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),1.0,1.8,,3.8
Moldova,MDA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),121.2,,65.7,65.7
Moldova,MDA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),..,85,87,..
Moldova,MDA,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),..,73,75,..
Moldova,MDA,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),0.2,-0.4,-0.2,0.1
Moldova,MDA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),2677,792,985,..
Moldova,MDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),..,0.97,1.38,..
Moldova,MDA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),3235,1638,1723,..
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),..,1.29,5.81,6.75
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),,2.1,7.1,4.1
Moldova,MDA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),,27.3,11.1,5.4
Moldova,MDA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),..,29,14,14
Moldova,MDA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),..,22,16,14
Moldova,MDA,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),..,49,70,71
Moldova,MDA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),..,50,39,44
Moldova,MDA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),..,75,79,72
Moldova,MDA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),..,24,24,22
Moldova,MDA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),,24.5,31.6,31.4
Moldova,MDA,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),,-1.5,-2.6,-1.9
Moldova,MDA,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,10,6
Moldova,MDA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),,25.2,36.3,38.7
Moldova,MDA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),,14.7,18.2,19.5
Moldova,MDA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),,0.4,0.3,0.4
Moldova,MDA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,3.4,71.4,108.0
Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,1.3,32.3,49.8
Moldova,MDA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,3,8,..
Moldova,MDA,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,84,96
Moldova,MDA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),..,97,93,90
Moldova,MDA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),..,100,78,..
Moldova,MDA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),..,1842,4725,..
Moldova,MDA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),,22.5,14.5,12.9
Moldova,MDA,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
Moldova,MDA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),..,178,1753,1465
Moldova,MDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),..,128,212,124
Moldova,MDA,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),..,122.7,473.0,..
Monaco,MCO,"Population, total",SP.POP.TOTL,Millions (0.00),0.03,0.03,0.04,0.04
Monaco,MCO,Population growth (annual %),SP.POP.GROW,Unit (0.0),0.4,0.9,1.5,0.5
Monaco,MCO,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),0.0,0.0,0.0,0.0
Monaco,MCO,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),14719.5,16041.0,18547.0,19249.5
Monaco,MCO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,,
Monaco,MCO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),,,,
Monaco,MCO,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),2.34,2.91,..,..
